Title,Company,Location,Type,Salary,Contract_type,Job Description,JobType,Industry
Bartender - 8013,The Capital Grille,"Philadelphia, PA 19107",Onsite,"Up to $1,500 ",rt-time,"We Wine. We Dine. We Build Careers!
Now Hiring Bartenders! *This is a tipped position. Wages vary based on gratuity!*
Benefits to joining our team include:
Competitive and weekly pay
Medical, dental and vision coverage
Flexible work schedules
Anniversary Pay
Flexible spending accounts
Dining and gift card discounts for all Darden restaurants (Olive Garden, LongHorn Steakhouse, Cheddars, Bahama Breeze, Seasons 52, Eddie V's, Yard House, The Capital Grille, and The Capital Burger)
Multiple insurance options: life, home, auto, critical illness/accident and short-term disability
Matching 401(k) plan
More!
Few restaurants excel at every aspect of the dining experience, from masterfully prepared cuisine to exceptional service, but for over 25 years The Capital Grille has done just that.
Team members enjoy being part of one of the country’s most comfortably sophisticated restaurants and thrive in a nurturing work environment that encourages growth. Work in a team-oriented, high-volume, fast-paced, guest-centric environment to provide an Exceptionally Distinctive Guest Experience by:
Mixing, garnishing and serving alcoholic and non-alcoholic drinks according to company specifications for guests at the bar and in the restaurant
Helping guests be aware of and choose menu items, taking orders and making guests feel taken care of during their visit
Keeping the bar stocked and clean while always providing friendly and attentive service
Adhering to company standards for serving alcoholic beverages
Assisting in tasks to ensure a stocked, sanitized and safe restaurant
Apply today!
Learn more at careers.thecapitalgrille.com
Job Types: Full-time, Part-time
Pay: Up to $1,500.00 per week
Benefits:
401(k)
401(k) matching
Dental insurance
Employee discount
Flexible schedule
Health insurance
Vision insurance
Restaurant type:
Fine dining restaurant
Shift:
Day shift
Night shift
Weekly day range:
Every weekend
Monday to Friday
Rotating weekends
Weekend availability
Work Location: In person

Health insurance",Bartender,Service
Bartender/Service Bartender,Sweetwater Tavern Centreville,"Centreville, VA 20121",Onsite,"$1,000 - $1,500 ",rt-time,"Great American Restaurants has been named the #1 Top Workplace in 2022 by The Washington Post, which is our 8th year being recognized as a Top Workplace in the area. The dedication of our people is what sets our company apart, offering the best hospitality to our guests and each other every day. Our key ingredient in each recipe is FUN!
We are looking for FUN, PASSIONATE, HIGH ENERGY individuals with a proven track record in HOSPITALITY to join our team.
Do you love to host a party? Do you always talk to strangers? Then our Bartender position would be a great opportunity for you! As a bartender, you will work in a team-oriented, high-volume, fast-paced, guest-centric environment to provide our bar guests with a great time!
Duties include:
Guiding guests through menus while demonstrating a thorough knowledge of our items
Taking accurate orders and working with other team members to serve food and beverages that meet or exceed guests’ expectations
Providing a welcoming and attentive service that makes the guest feel well taken care of and building rapport with them
Assist in tasks to ensure a clean, sanitized, and safe restaurant
We believe that if we take care of our people, they’ll take care of our guests. That's why you’ll have a package of benefits:
Opportunity for growth
Paid training
Employee dining discount
Great pay and gratuity in a high-volume setting
Health insurance, PTO, and 401K based on eligibility
Sweetwater Tavern is part of Great American Restaurants who owns and operates 15 high volume, upscale casual restaurants and 2 artisan bakeries in the Washington, DC metropolitan area. Our locations include: Patsy’s American – Randy’s Prime Seafood & Steaks – Ozzie’s Good Eats – Jackson’s – Artie’s – Carlyle – Mike’s American – Silverado – Best Buns – Coastal Flats – Sweetwater Tavern – Good Eats Emporium
Job Types: Full-time, Part-time
Pay: $1,000.00 - $1,500.00 per week
Restaurant type:
Bar
Casual dining restaurant
Weekly day range:
Weekend availability
Application Question(s):
The State requires that you be 18 or older to handle alcohol. Do you meet this requirement?
How many jobs have you had in the last 2 years?
Have you ever been terminated from a job or asked to resign?
Have you ever been convicted of a felony?
Experience:
Restaurant: 1 year (Preferred)
Work Location: One location",Bartender,Service
Breakfast/Lunch Bartender,Planet Follywood,"Folly Beach, SC 29439",Onsite,$9 - $35 ,rt-time,"Normal bartending duties. Day and night shifts available for part time
Planet Follywood provided the following inclusive hiring information:
We are an equal opportunity employer and considers all qualified applicants equally without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, or disability status.
Job Type: Part-time
Pay: $9.00 - $35.00 per hour
Benefits:
Employee discount
Flexible schedule
Restaurant type:
Bar
Shift:
8 hour shift
Day shift
Night shift
Weekly day range:
Monday to Friday
Weekend availability
Experience:
Bartending: 1 year (Preferred)
Restaurant Experience: 1 year (Preferred)
Work Location: One location",Bartender,Service
Beverage Cart Attendant – Golf Course Server / Bartender,ClubGrub,"White Plains, NY",Onsite,$25 - $50 ,l,"Get paid well to work in the sun!
Join our exciting startup and earn an average $30-$50 / Hour after Tips
We have many locations in the New York Metro Area. Westchester, Rockland, North NJ, CT, NYC. We'll find a location that works for you.
Weekday and Weekend shifts are available. Shifts end by 5 pm.
Responsibilities
Our mobile ordering technology lets golfers place food & drink orders directly from the clubhouse and tip you in our app. You’ll be responsible for running orders from the clubhouse to the golfers on the course and managing multiple orders at once using our GPS tracking system. Our website: ClubGrubapp.com (please only apply and contact through Indeed, thank you!)
Qualifications
Must be 18+ years of age and Drivers license required
The ability to operate the golf cart in a safe manner
Be reliable and have good customer service skills
Follows policies and checks golfer's identification when delivering alcohol
No order-taking or payment handling required!
We’ll provide all training. No experience is necessary. Just a willingness to learn and be friendly!
Job Types: Full-time, Part-time, Contract, Seasonal
Pay: $25.00 - $50.00 per hour
Benefits:
Flexible schedule
Food provided
Restaurant type:
Bar
Casual dining restaurant
Fast casual restaurant
Shift:
Day shift
Weekly day range:
Monday to Friday
Weekends only
Work Location: One location",Bartender,Service
Bartender,Matunuck Oyster Bar,"Wakefield, RI 02879",Onsite,Full-time,Full-time,"Matunuck Oyster Bar is hiring full time Bartenders with previous experience and TIPS certification, to join our team. Full and part time positions available. Must have flexible schedule with availability on weekends and holidays as needed.
Responsibilities:
Provide beverage and wine service knowledgeably & professionally
Serve customers in a fast-paced and high-volume environment
Clearly communicate with guests and educate on daily specials and menu items
Work effectively with team to provide a positive guest experience
Maintain a clean working station
Accurately pour drinks according to the recipes using necessary equipment ie jigger and using quality ingredients.
Prep fruit, herbs, mixes everyday
Follow checklists to ensure the bar is maintained properly
Benefits
Health, Dental and Vision benefit packages for eligible employees
401(k) and 401 (k) match
Opportunity for growth
Qualifications
1-3 years' experience necessary
Prior knowledge of wine, liquor, beer and cocktails
Excellent interpersonal and communication skills
Ability to multi task in a fast past paced environment.
Must be able to stand for long periods of time
Ability to lift and move 25-50 pounds
Be collaborative team member
We are located at 629 Succotash Road, South Kingstown, RI, approximately 30-45 min south of Providence, RI.
Job Type: Full-time
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Health insurance
Shift:
Day shift
Night shift
Weekly day range:
Weekend availability
Work Location: One location

Health insurance",Bartender,Service
Hotel/Restaurant Bartenders,Baymont Inn and Suites,"Madison, WI 53717",Onsite,From $12 ,rt-time,"Summary of Position:
The Bartender position will be Monday through Saturday and the hours will be from 6 PM to 11 PM. The Bartender position will provide timely, accurate and friendly service while preparing the highest quality beverages for our hotel guests. You would be working by yourself so you will not have to share tips.
Duties & Responsibilities :
Take beverage orders from guests and servers.
Prepare and serve alcoholic and non-alcoholic drinks consistent with standard drink recipes.
Learn names and personally recognize our regular customers.
Record drink orders accurately and immediately after receipt into the register system.
Accept guest payment and process credit card charges.
Wash and sterilize glassware.
Prepare garnishes for drinks and replenish snacks and appetizers for bar patrons.
Maintain bottles and glasses in an attractive and functional manner to support efficient drink preparation and promotion of beverages.
Clear and reset tables in bar area.
Present drink menus, make recommendations and answer questions regarding beverages.
Maintain cleanliness in all areas of the bar including counters, sinks, utensils, shelves and storage areas.
Receive and serve food orders to guests seated at the bar.
Report all equipment problems and bar maintenance issues to manager.
Assist the restocking and replenishment of bar inventory and supplies.
Qualifications:
Have Wisconsin Bartender License.
Have working knowledge of beer, wine and liquor and common drink recipes.
Possess basic math skills and have the ability to handle money and operate a cash register.
Be able to work in a standing position for long periods of time (up to 5 hours).
Be able to reach, bend, stoop and frequently lift up to 40 pounds.
Must be flexible on hours, including weekends.
Job Type: Part-time
Pay: From $12.00 per hour
Weekly day range:
Monday to Friday
Weekend availability
Ability to commute/relocate:
Madison, WI: Reliably commute or planning to relocate before starting work (Required)
License/Certification:
Bartender License (Required)
Work Location: One location",Bartender,Service
Bartender,Arrowhead Ales Brewing Company,"New Lenox, IL 60451",Onsite,P,rt-time,"Hi! We're looking for a responsible bartender/server capable of doing the following.
- Make and prepare cocktails which include classic cocktails as well as house made drinks.
- Learn about craft beer styles and inform patrons of our different offerings.
- Serve customers food and beverage with excellent customer service.
- Handling money, running reports at end of day, closing and locking up.
- Has full day, evening, and weekend availability.
Job Duties:
Provide excellent customer service by taking orders, preparing them efficiently, and building a rapport with clientele
Handle card and cash transactions, ensuring that all funds in the cash drawer are accounted for by the end of the shift
Keep an eye on patron intoxication levels and respond appropriately
Identify belligerent customers, and work with management when needed to maintain a safe environment
Clean the bar and the surrounding area of spills and other messes as needed
Other duties as requested
Tip income:
Yes
Work Remotely
No
You will also be cross trained as a Restaurant Server to take and deliver orders. You’ll be the face of our restaurant and responsible for our customers’ experiences. Food server responsibilities include ensuring our tables are clean and tidy when guests arrive, presenting menus and serving food and beverages. You need to be quick on your feet (literally and metaphorically) and have a polite and friendly attitude. If you enjoy talking to people and thrive in a fast-paced workplace, we’d like to meet you. Your ultimate goal will be to provide high-quality service that will help us maintain and attract customers.
Responsibilities
Prepare restaurant tables with special attention to sanitation and order
Attend to customers upon entrance
Present restaurant menus and help customers select food/beverages
Take and serve orders
Answer questions or make recommendations for complementary products
Collaborate with other restaurant servers and kitchen/bar staff
Deal with complaints or problems with a positive attitude
Issue bills and accept payment
Skills
Proven restaurant serving or waitering experience
Hands-on experience in cashier duties
Attention to cleanliness and safety
Patience and customer-oriented approach
Excellent people skills with a friendly attitude
Responsible and trustworthy
High school diploma is a plus but not required
Job Type: Part-time
Pay: From $7.50 per hour
Benefits:
401(k) matching
Employee discount
Shift:
Day shift
Evening shift
Weekly day range:
Weekend availability
Experience:
Bartending: 1 year (Required)
Shift availability:
Day Shift (Required)
Night Shift (Preferred)
Work Location: In person",Bartender,Service
Bartender - 8013,The Capital Grille,"Philadelphia, PA 19107",Onsite,"Up to $1,500 ",rt-time,"We Wine. We Dine. We Build Careers!
Now Hiring Bartenders! *This is a tipped position. Wages vary based on gratuity!*
Benefits to joining our team include:
Competitive and weekly pay
Medical, dental and vision coverage
Flexible work schedules
Anniversary Pay
Flexible spending accounts
Dining and gift card discounts for all Darden restaurants (Olive Garden, LongHorn Steakhouse, Cheddars, Bahama Breeze, Seasons 52, Eddie V's, Yard House, The Capital Grille, and The Capital Burger)
Multiple insurance options: life, home, auto, critical illness/accident and short-term disability
Matching 401(k) plan
More!
Few restaurants excel at every aspect of the dining experience, from masterfully prepared cuisine to exceptional service, but for over 25 years The Capital Grille has done just that.
Team members enjoy being part of one of the country’s most comfortably sophisticated restaurants and thrive in a nurturing work environment that encourages growth. Work in a team-oriented, high-volume, fast-paced, guest-centric environment to provide an Exceptionally Distinctive Guest Experience by:
Mixing, garnishing and serving alcoholic and non-alcoholic drinks according to company specifications for guests at the bar and in the restaurant
Helping guests be aware of and choose menu items, taking orders and making guests feel taken care of during their visit
Keeping the bar stocked and clean while always providing friendly and attentive service
Adhering to company standards for serving alcoholic beverages
Assisting in tasks to ensure a stocked, sanitized and safe restaurant
Apply today!
Learn more at careers.thecapitalgrille.com
Job Types: Full-time, Part-time
Pay: Up to $1,500.00 per week
Benefits:
401(k)
401(k) matching
Dental insurance
Employee discount
Flexible schedule
Health insurance
Vision insurance
Restaurant type:
Fine dining restaurant
Shift:
Day shift
Night shift
Weekly day range:
Every weekend
Monday to Friday
Rotating weekends
Weekend availability
Work Location: In person

Health insurance",Bartender,Service
Bartender,Wilma's/Makers Alley/DECO,"Wilmington, DE 19801",Onsite,$200 - $800 ,rt-time,"The Buccini/Pollin Group, the team behind Makers Alley, DECO, Wilma's, I.M. Coffee, The Queen, and Chase Fieldhouse is looking for experienced bartenders.
Job Purpose
We are looking to fill bartending positions across our various concepts!
Duties & Responsibilities
Efficiently and attentively serve the bar
Be able to confidently convey knowledge and passion of craft beers, cocktails, spirits and wine
Guide guests through both the food and beverage menu providing recommendations and explanations as needed
Anticipate guests needs, while multi-taking and prioritizing properly
Maintain an elevated attention to detail
Maintain a professional and positive demeanor in all circumstances
Always maintain the cleanliness of the bar and deep clean it at the end of every shift
Work well with a bar team, communicating and ensuring efficient bar service
Experience with Toast POS helpful
Physical Requirements
Requires constant standing and walking.
Frequent stretching and/or bending to access product.
Frequent lifting, carrying, pushing, and/or pulling of objects weighing up to 165 lbs (Kegs).
Statement of Notices
Equal Employment Opportunity
Uphill Restaurant, LLC, provides equal employment opportunities to all qualified individuals without regard to race, creed, color, religion, national origin, age, sex, gender, marital status, sexual orientation, or non-disqualifying physical or mental handicap or disability in each aspect of the human resources function.
Americans with Disability Act
Applicants as well as associates who are or become disabled must be able to perform the essential job functions either unaided or with reasonable accommodation. Applicants as well as associates are encouraged to meet with Human Resources as the organization shall determine reasonable accommodation on a case-by-case basis in accordance with applicable law.
Job Requirements
The above statements reflect the general duties and responsibilities considered necessary to perform the essential functions of the job and should not be considered as a detailed description of all the work requirements of the position. Other duties may be assigned. The Company may change the specific job duties with or without prior notice based on the needs of the company.
Work Remotely
No
Job Type: Part-time
Pay: $200.00 - $800.00 per day
Benefits:
Employee discount
Flexible schedule
Restaurant type:
Bar
Casual dining restaurant
Shift:
Day shift
Evening shift
Night shift
Weekly day range:
Every weekend
Weekend availability
Experience:
Bartending: 1 year (Required)
Work Location: One location",Bartender,Service
Service Bartender,Hillstone,"Phoenix, AZ 85016",Onsite,$30 - $40 ,n hour - Full-time,"Job Description

Hillstone in Biltmore is currently seeking a Service Bartender to join our exceptional team!
We are searching for friendly, energetic, highly motivated individuals who will thrive in a fast-paced, team-oriented restaurant environment.
Service Bartender positions are available.
Previous experience not required, but barista experience is very helpful; in depth training provided from the outset.
Competitive compensation $30-$40/hour!
Medical/dental benefits are available after an introductory period.
Some weekend availability is required.
Great opportunity for professional growth and restaurant operations experience.
To learn more, visit us at www.hillstone.com, or read this profile in Bon Appetit magazine: http://www.hillstone.com/press/bonappetit

Additional Information

All your information will be kept confidential according to EEO guidelines.",Bartender,Service
Service Bartender,Houston's,"North Miami Beach, FL 33160",Onsite,$35 - $45 ,n hour - Full-time,"Job Description

Houston's North Miami is currently seeking a Service Bartender to join our exceptional team!
We are searching for friendly, energetic, highly motivated individuals who will thrive in a fast-paced, team-oriented restaurant environment.
Service Bartender positions are available.
Previous experience not required; in depth training provided from the outset.
Competitive compensation $35-$45 per hour!
Medical/dental benefits are available after an introductory period.
Some weekend availability is required.
Great opportunity for professional growth and restaurant operations experience.
To learn more, visit us at www.hillstone.com, or read this profile in Bon Appetit magazine: http://www.hillstone.com/press/bonappetit

Additional Information

All your information will be kept confidential according to EEO guidelines.",Bartender,Service
Bartender,Edge-O-Dells Bar & Restaurant,"Wisconsin Dells, WI 53965",Onsite,$9 ,l,"Edge-O-Dells Bar is looking for YOU to join our team!
We are looking for fun, energetic staff for our summer season! We are very unique to the Wisconsin Dells area & are the ONLY 21 Year & Up Resort in town! On property we have THREE bars; Indoor, Tiki & Deck Bar! We also have a full menu restaurant that is welcoming to all ages!
With SEVEN Event Weekends & Live Music FIVE nights a week there is ALWAYS something going on!
Pay is based on experience starting at $9/hr -- (with tips it ranges from $20-$45/hr)
Full Time OR Part Time
Job Types: Full-time, Part-time, Seasonal
Pay: $9.00 per hour
Restaurant type:
Bar
Casual dining restaurant
Shift:
8 hour shift
Day shift
Evening shift
Night shift
Weekly day range:
Weekend availability
Work Location: One location",Bartender,Service
Bartender (3403),The Capital Burger,"Miami, FL 33134",Onsite,"Up to $1,500 ",rt-time,"We Wine. We Dine. We Build Careers!
Now Hiring Bartenders for our New Restaurant Opening in Coral Gables, FL!
From luxe burgers to a thoughtful wine list and a selection of local beers, The Capital Burger provides a place where you can enjoy being part of a comfortable yet elevated experience while thriving in a nurturing work environment that encourages growth.
Benefits to joining our team include:
Competitive and weekly pay
Medical, dental and vision coverage
Flexible work schedules
Anniversary Pay
Flexible spending accounts
Dining and gift card discounts for all Darden restaurants (Olive Garden, LongHorn Steakhouse, Cheddars, Bahama Breeze, Seasons 52, Eddie V's, Yard House, The Capital Grille, and The Capital Burger)
Multiple insurance options: life, home, auto, critical illness/accident and short-term disability
Matching 401(k) plan
More!
Team members enjoy being part of one of the country’s most comfortably sophisticated restaurants and thrive in a nurturing work environment that encourages growth. Work in a team-oriented, high-volume, fast-paced, guest-centric environment to provide an Exceptionally Distinctive Guest Experience by:
Mixing, garnishing and serving alcoholic and non-alcoholic drinks according to company specifications for guests at the bar and in the restaurant
Helping guests be aware of and choose menu items, taking orders and making guests feel taken care of during their visit
Keeping the bar stocked and clean while always providing friendly and attentive service
Adhering to company standards for serving alcoholic beverages
Assisting in tasks to ensure a stocked, sanitized and safe restaurant
Apply today!
Learn more at careers.thecapitalgrille.com
Job Types: Full-time, Part-time
Pay: Up to $1,500.00 per week
Benefits:
401(k)
401(k) matching
Dental insurance
Employee discount
Flexible schedule
Health insurance
Vision insurance
Restaurant type:
Upscale casual restaurant
Shift:
Day shift
Night shift
Weekly day range:
Every weekend
Monday to Friday
Rotating weekends
Weekend availability
Experience:
Bartending: 2 years (Preferred)
Work Location: In person

Health insurance",Bartender,Service
