Title,Company,Location,Type,Salary,Contract_type,Job_Description,JobType,Industry
Certified Personal Trainer,Fit by Sam LLC,"Manhattan, NY",Onsite,$82 ,rt-time,"Fit by Sam LLC is a fitness coaching business in NYC. Sam is a Strength and Weight Loss Coach. She helps women look and feel their best by helping them build muscle, lose fat, and gain confidence. Sam's methods are simple but effective. She uses variations of compound movements with progressive overload in combination with nutrition guidance for optimal results.
Fit by Sam is looking for a Certified Personal Trainer to help take on clients in Manhattan and Williamsburg.
Hours:
-Flexible schedule (make your own hours)
-Early mornings, evenings, and weekend availability preferred
Qualifications:
-NCAA Accredited Personal Training Certification
-CPR Certification
Experience:
-1 year preferred
-Weight loss clients
-Female clients
Pay
-$82 a session (more than any gym in the area)
Ideal candidate is friendly, energetic, and has a kind demeanor. Will push the client to work hard but not intimidate them.
Job Type: Part-time
Pay: $82.00 per hour
Benefits:
Flexible schedule
Schedule:
Self-determined schedule
Weekend availability
Application Question(s):
What is your Instagram handle?
Education:
Bachelor's (Required)
Experience:
Personal training: 1 year (Preferred)
License/Certification:
Certified Personal Trainer (Required)
CPR Certification (Required)
Work Location: One location",PersonalTrainer,Sport and Recreation
Certified Personal Trainer,Expond,"Santa Barbara, CA",Onsite,$50 - $60 ,ct,"Expond is seeking dedicated health professionals for a part-time contract role in the Santa Barbara region.
Expond is an on-demand service that provides yoga, Pilates, fitness, wellness, and outdoor adventure experiences to patrons of luxury hotels, clubs, and private residences. We are actively seeking Personal trainers and professionals who are enthusiastic about promoting health and wellness while helping clients achieve their fitness goals.
The ideal candidate must be flexible and adaptable to the needs of each client and capable of thriving in varying work environments. Excellent communication and hospitality skills, along with excellent time management skills, are also necessary. Knowledge of basic nutrition, anatomy, functional exercise, and basic exercise science is required, as well as certification in personal training from reputable institutions such as NASM, NSCA, ACSM, ACE, or ISSA. CPR/AED certification is required, and basic computer and phone skills are necessary. Hiking guides do not require certification.
At Expond, we offer competitive compensation, including generous tips, and flexible schedules with work opportunities available seven days a week. We are committed to providing a supportive environment that promotes self-development and continuing education.
We provide recurring clients and handle the marketing and administrative tasks that come with running a business. Our goal is to allow you to focus on what you do best while leaving the rest to us!
Job Type: Contract
Pay: $50.00 - $60.00 per hour
Benefits:
Flexible schedule
Schedule:
Choose your own hours
Supplemental pay types:
Tips
Ability to commute/relocate:
Santa Barbara, CA: Reliably commute or planning to relocate before starting work (Required)
Shift availability:
Day Shift (Preferred)
Work Location: In person",PersonalTrainer,Sport and Recreation
Elite Personal Trainer,Kai Boyer Fitness,"Irvine, CA",Onsite,$60 - $140 ,rt-time,"About us
Kai Boyer Fitness is a company in Irvine, CA. We are rewarding, customer-centric and fun.
Our work environment includes:
Relaxed atmosphere
Wellness programs
Flexible working hours
Looking to hire an experienced personal trainer to help us with overflow clients.
Looking for someone that is willing to travel to clients houses, parks wherever training is needed in Irvine Newport Beach and surrounding cities. Ideally to have morning and some evening availability and MUST be very professional.
Professional attire is REQUIRED.
Pay will be 70% of the session rate.
Must have 4+ years training experience, have current certifications and current insurance policy.
Must be reliable, punctual, knowledgeable
Job Types: Full-time, Part-time
Pay: $60.00 - $140.00 per hour
Benefits:
Flexible schedule
Schedule:
Day shift
Night shift
COVID-19 considerations:
Must be vaccinated and wear a mask to all sessions
Education:
High school or equivalent (Preferred)
Shift availability:
Day Shift (Preferred)
Night Shift (Preferred)
Work Location: Multiple Locations",PersonalTrainer,Sport and Recreation
Independent Fitness Professional,MyFitPod,Remote,Onsite,"$1,000 - $5,000 ",ct,"Responsibilities
Seeking qualified Independent fitness professionals who are interested in starting their own independent fitness business in replacement to or to supplement existing employment. Seeking fitness who want to teach via live stream, in person, and or on-demand.
We offer a free business academy course, 30 days free on our tech platform, and weekly 1-hour coaching sessions to help you launch your independent fitness business in 30 days. This is a total value of over $1500 that will be provided to accepted applicants at no cost! Applicants must be willing to dedicate 6-8 hours of work per week as part of this program.
Please submit your resume and then schedule an interview to be considered here: https://www.myfitpod.com/podpro-job
Please note that pros who follow our process are 100% successful therefore, we are seeking serious inquiries only from independent professionals that currently have or want to build their own independent businesses and are willing to put in the work and time. We only accept 20 pros per month.
(We only service pros who have bank accounts in one of these 47 countries:
https://stripe.com/global)
Qualifications
Seeking certified and experienced fitness professionals.
Please only apply if you would answer YES to the following questions:
If you were provided with a $1500 business development scholarship that includes technology, coaching, and education, are you willing to:
Start or expand your own fitness business where you are teaching/coaching in person, live stream, and on demand sessions?
Are you willing to put in 6-8 hours per week (at your convenience) into building your business outside of teaching/coaching?
Are you willing to invest into the growth of your business if we can help you deploy a profitable marketing system that allows you to generate new leads and clients?
We only service pros who have bank accounts in one of these 47 countries:https://stripe.com/globalDo you have a bank account in one of these countries?
Job Type: Contract
Pay: $1,000.00 - $5,000.00 per month
Schedule:
Choose your own hours
Work Location: Remote",PersonalTrainer,Sport and Recreation
Experienced Personal Trainer,Iron Orr Fitness,Remote,Onsite,From $25 ,ct,"Iron Orr Fitness is looking for Expert Personal Trainers when it comes to online personal training. MUST HAVE the following:
5+ years hands-on Personal Training experience
2+ years online Personal Training experience
2+ years online training client results
Active PT Certifications
Proficient to Expert with using the Trainerize platform
Proficient to Expert with Nutrition guidance
Prompt Communication
Trainers should have experience online training for the following: a) body fat loss, b) muscle gain, c) re-composition d) weightlifting, and e) pain relief.
Trainers must have a minimum 2-years experience on the Trainerize platform. Knowing the platform thoroughly. Being proactive and an active communicator is also required for the role.
Apply to be a part of our team today. Earn up to an additional $1500 a month working from home. Attain great incentives and bonuses for strong communication and results-based performance.
Job Types: Part-time, Contract
Pay: $10/client + monthly incentives
Remote work
Job Types: Part-time, Contract
Pay: From $25.00 per hour
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay
Experience:
Trainerize: 2 years (Preferred)
Personal Training: 5 years (Preferred)
Work Location: Remote",PersonalTrainer,Sport and Recreation
Personal Trainer,BMN Coaching,Remote,Onsite,"$2,500 - $5,000 ",ct,"Scope of Role
As a Personal Trainer and/or Nutrition Coach for Fitness BMN Coaching, you will use your skill set, experience, and education to create well rounded training programs, and quality nutrition plans based on individual clients and their needs.
Your primary job will be to be the best coach possible for each of your clients, with possibilities of additional roles in social media and marketing.
Responsibilities
Responsibilities may include, but are not limited to, the following:
● Design well rounded training programs, and quality nutrition plans
● Onboard new clients into the BMN coaching app and style of coaching
● Find new prospects and close clients sent to you by the BMN team
● Maintain a high level of monthly retention
Requirements
● Hold a current NCCA Accredited Personal Trainer Certification
● Have 1 or more years of recent experience as a Certified Personal Trainer
● Access to a modern phone and computer
● Available, reliable high-speed internet connection for uploading programs, and communication
● US based and legally authorized to work in the United States
Looking for… trainers with established followings and clientele to transition to our app and ecosystem.
Job Types: Part-time, Full-time, Contract
License/Certification:
● NCCA Accredited Personal Trainer Certification (Required)
Work Location: Remote
Job Types: Full-time, Part-time, Contract
Pay: $2,500.00 - $5,000.00 per month
Benefits:
Flexible schedule
Application Question(s):
Do you have a current following or clientele group you can transition to the BMN Coaching ecosystem?
Work Location: Remote",PersonalTrainer,Sport and Recreation
Certified Personal Trainer,Fit by Sam LLC,"Manhattan, NY",Onsite,$82 ,rt-time,"Fit by Sam LLC is a fitness coaching business in NYC. Sam is a Strength and Weight Loss Coach. She helps women look and feel their best by helping them build muscle, lose fat, and gain confidence. Sam's methods are simple but effective. She uses variations of compound movements with progressive overload in combination with nutrition guidance for optimal results.
Fit by Sam is looking for a Certified Personal Trainer to help take on clients in Manhattan and Williamsburg.
Hours:
-Flexible schedule (make your own hours)
-Early mornings, evenings, and weekend availability preferred
Qualifications:
-NCAA Accredited Personal Training Certification
-CPR Certification
Experience:
-1 year preferred
-Weight loss clients
-Female clients
Pay
-$82 a session (more than any gym in the area)
Ideal candidate is friendly, energetic, and has a kind demeanor. Will push the client to work hard but not intimidate them.
Job Type: Part-time
Pay: $82.00 per hour
Benefits:
Flexible schedule
Schedule:
Self-determined schedule
Weekend availability
Application Question(s):
What is your Instagram handle?
Education:
Bachelor's (Required)
Experience:
Personal training: 1 year (Preferred)
License/Certification:
Certified Personal Trainer (Required)
CPR Certification (Required)
Work Location: One location",PersonalTrainer,Sport and Recreation
Experienced Personal Trainer,Iron Orr Fitness,Remote,Onsite,From $25 ,ct,"Iron Orr Fitness is looking for Expert Personal Trainers when it comes to online personal training. MUST HAVE the following:
5+ years hands-on Personal Training experience
2+ years online Personal Training experience
2+ years online training client results
Active PT Certifications
Proficient to Expert with using the Trainerize platform
Proficient to Expert with Nutrition guidance
Prompt Communication
Trainers should have experience online training for the following: a) body fat loss, b) muscle gain, c) re-composition d) weightlifting, and e) pain relief.
Trainers must have a minimum 2-years experience on the Trainerize platform. Knowing the platform thoroughly. Being proactive and an active communicator is also required for the role.
Apply to be a part of our team today. Earn up to an additional $1500 a month working from home. Attain great incentives and bonuses for strong communication and results-based performance.
Job Types: Part-time, Contract
Pay: $10/client + monthly incentives
Remote work
Job Types: Part-time, Contract
Pay: From $25.00 per hour
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay
Experience:
Trainerize: 2 years (Preferred)
Personal Training: 5 years (Preferred)
Work Location: Remote",PersonalTrainer,Sport and Recreation
Independent Fitness Professional,MyFitPod,Remote,Onsite,"$1,000 - $5,000 ",ct,"Responsibilities
Seeking qualified Independent fitness professionals who are interested in starting their own independent fitness business in replacement to or to supplement existing employment. Seeking fitness who want to teach via live stream, in person, and or on-demand.
We offer a free business academy course, 30 days free on our tech platform, and weekly 1-hour coaching sessions to help you launch your independent fitness business in 30 days. This is a total value of over $1500 that will be provided to accepted applicants at no cost! Applicants must be willing to dedicate 6-8 hours of work per week as part of this program.
Please submit your resume and then schedule an interview to be considered here: https://www.myfitpod.com/podpro-job
Please note that pros who follow our process are 100% successful therefore, we are seeking serious inquiries only from independent professionals that currently have or want to build their own independent businesses and are willing to put in the work and time. We only accept 20 pros per month.
(We only service pros who have bank accounts in one of these 47 countries:
https://stripe.com/global)
Qualifications
Seeking certified and experienced fitness professionals.
Please only apply if you would answer YES to the following questions:
If you were provided with a $1500 business development scholarship that includes technology, coaching, and education, are you willing to:
Start or expand your own fitness business where you are teaching/coaching in person, live stream, and on demand sessions?
Are you willing to put in 6-8 hours per week (at your convenience) into building your business outside of teaching/coaching?
Are you willing to invest into the growth of your business if we can help you deploy a profitable marketing system that allows you to generate new leads and clients?
We only service pros who have bank accounts in one of these 47 countries:https://stripe.com/globalDo you have a bank account in one of these countries?
Job Type: Contract
Pay: $1,000.00 - $5,000.00 per month
Schedule:
Choose your own hours
Work Location: Remote",PersonalTrainer,Sport and Recreation
Certified Personal Trainer,Expond,"Santa Barbara, CA",Onsite,$50 - $60 ,ct,"Expond is seeking dedicated health professionals for a part-time contract role in the Santa Barbara region.
Expond is an on-demand service that provides yoga, Pilates, fitness, wellness, and outdoor adventure experiences to patrons of luxury hotels, clubs, and private residences. We are actively seeking Personal trainers and professionals who are enthusiastic about promoting health and wellness while helping clients achieve their fitness goals.
The ideal candidate must be flexible and adaptable to the needs of each client and capable of thriving in varying work environments. Excellent communication and hospitality skills, along with excellent time management skills, are also necessary. Knowledge of basic nutrition, anatomy, functional exercise, and basic exercise science is required, as well as certification in personal training from reputable institutions such as NASM, NSCA, ACSM, ACE, or ISSA. CPR/AED certification is required, and basic computer and phone skills are necessary. Hiking guides do not require certification.
At Expond, we offer competitive compensation, including generous tips, and flexible schedules with work opportunities available seven days a week. We are committed to providing a supportive environment that promotes self-development and continuing education.
We provide recurring clients and handle the marketing and administrative tasks that come with running a business. Our goal is to allow you to focus on what you do best while leaving the rest to us!
Job Type: Contract
Pay: $50.00 - $60.00 per hour
Benefits:
Flexible schedule
Schedule:
Choose your own hours
Supplemental pay types:
Tips
Ability to commute/relocate:
Santa Barbara, CA: Reliably commute or planning to relocate before starting work (Required)
Shift availability:
Day Shift (Preferred)
Work Location: In person",PersonalTrainer,Sport and Recreation
